"user_id","date","device","sex"
692287,"2015-02-16","Desktop","Male"
161703,"2015-02-11","Desktop","Male"
991463,"2015-02-18","Mobile","Male"
410921,"2015-04-27","Mobile","Male"
91327,"2015-01-11","Desktop","Female"
861358,"2015-03-29","Mobile","Female"
743446,"2015-03-01","Mobile","Female"
401984,"2015-01-14","Mobile","Male"
778210,"2015-01-20","Mobile","Male"
989890,"2015-04-03","Mobile","Male"
16073,"2015-02-25","Desktop","Female"
309382,"2015-03-17","Desktop","Male"
961252,"2015-03-17","Mobile","Female"
728496,"2015-04-15","Desktop","Female"
101813,"2015-02-26","Mobile","Female"
286819,"2015-03-18","Mobile","Male"
814475,"2015-03-16","Mobile","Male"
443876,"2015-04-30","Desktop","Male"
285006,"2015-03-08","Desktop","Male"
524399,"2015-02-15","Mobile","Male"
373583,"2015-03-12","Desktop","Male"
586581,"2015-02-03","Desktop","Male"
198671,"2015-01-09","Desktop","Female"
920820,"2015-02-19","Mobile","Female"
363839,"2015-02-13","Mobile","Male"
51583,"2015-01-06","Mobile","Male"
548807,"2015-01-02","Desktop","Male"
853925,"2015-01-02","Mobile","Female"
117492,"2015-01-22","Desktop","Male"
360677,"2015-04-03","Desktop","Female"
959412,"2015-04-02","Desktop","Male"
152558,"2015-02-05","Desktop","Male"
469165,"2015-02-13","Mobile","Male"
472216,"2015-02-02","Desktop","Female"
633042,"2015-04-06","Mobile","Male"
284836,"2015-01-12","Mobile","Female"
198489,"2015-01-08","Mobile","Female"
598699,"2015-04-18","Desktop","Male"
75443,"2015-02-12","Mobile","Female"
856826,"2015-01-14","Desktop","Male"
629115,"2015-01-22","Desktop","Male"
680489,"2015-02-10","Desktop","Male"
675430,"2015-04-21","Mobile","Male"
402435,"2015-03-06","Desktop","Male"
448996,"2015-01-23","Desktop","Male"
237248,"2015-04-05","Mobile","Male"
528107,"2015-04-29","Mobile","Male"
163444,"2015-03-31","Mobile","Male"
402590,"2015-03-31","Desktop","Male"
984352,"2015-02-11","Mobile","Male"
922508,"2015-01-20","Desktop","Male"
13248,"2015-04-06","Mobile","Male"
234705,"2015-03-09","Desktop","Male"
309147,"2015-01-22","Desktop","Male"
693690,"2015-01-18","Mobile","Female"
312774,"2015-04-18","Mobile","Male"
672795,"2015-03-26","Mobile","Female"
440031,"2015-03-31","Desktop","Female"
980266,"2015-01-20","Mobile","Female"
437059,"2015-01-04","Desktop","Male"
726439,"2015-04-06","Desktop","Male"
50866,"2015-01-23","Desktop","Male"
912691,"2015-03-01","Mobile","Male"
177527,"2015-01-15","Desktop","Female"
932426,"2015-02-28","Mobile","Female"
659006,"2015-01-31","Mobile","Male"
592358,"2015-03-16","Desktop","Female"
372793,"2015-02-22","Desktop","Female"
516124,"2015-01-13","Mobile","Male"
967969,"2015-02-12","Mobile","Male"
410338,"2015-01-04","Desktop","Female"
392644,"2015-03-08","Mobile","Male"
39653,"2015-03-06","Desktop","Male"
662175,"2015-03-27","Desktop","Female"
921641,"2015-04-01","Desktop","Female"
749661,"2015-02-21","Desktop","Female"
484610,"2015-03-27","Desktop","Male"
651850,"2015-02-19","Desktop","Female"
587892,"2015-01-01","Desktop","Female"
565147,"2015-03-02","Desktop","Female"
800964,"2015-03-03","Mobile","Female"
802861,"2015-03-04","Desktop","Female"
95221,"2015-01-12","Desktop","Female"
676962,"2015-04-16","Desktop","Male"
334941,"2015-04-25","Desktop","Female"
227719,"2015-02-07","Desktop","Female"
753221,"2015-02-20","Desktop","Male"
276261,"2015-04-20","Mobile","Male"
11026,"2015-01-20","Desktop","Male"
384505,"2015-01-27","Desktop","Male"
133089,"2015-03-10","Desktop","Male"
119643,"2015-04-12","Desktop","Male"
148157,"2015-04-29","Mobile","Female"
664526,"2015-02-11","Mobile","Male"
577515,"2015-01-28","Desktop","Male"
582219,"2015-01-04","Desktop","Female"
670302,"2015-04-14","Mobile","Female"
663898,"2015-01-26","Desktop","Female"
87566,"2015-01-22","Mobile","Male"
365697,"2015-01-06","Desktop","Female"
813996,"2015-03-20","Desktop","Male"
429546,"2015-01-11","Desktop","Female"
514144,"2015-01-11","Desktop","Female"
198768,"2015-02-20","Desktop","Female"
392569,"2015-04-26","Desktop","Male"
222495,"2015-04-26","Desktop","Female"
726256,"2015-02-21","Mobile","Female"
482695,"2015-01-25","Desktop","Female"
700072,"2015-03-16","Desktop","Female"
278804,"2015-03-25","Desktop","Male"
610022,"2015-03-04","Mobile","Female"
114427,"2015-01-07","Desktop","Female"
898604,"2015-01-15","Desktop","Female"
61888,"2015-01-28","Mobile","Male"
662476,"2015-04-21","Desktop","Male"
434293,"2015-03-07","Desktop","Male"
323770,"2015-03-03","Mobile","Male"
760034,"2015-01-29","Desktop","Female"
913556,"2015-01-20","Mobile","Female"
657726,"2015-04-17","Desktop","Female"
665185,"2015-04-06","Mobile","Female"
783958,"2015-01-16","Desktop","Female"
787925,"2015-02-18","Mobile","Female"
202790,"2015-03-11","Mobile","Female"
759056,"2015-02-07","Mobile","Female"
568825,"2015-03-29","Desktop","Female"
650793,"2015-02-26","Mobile","Male"
537349,"2015-04-06","Desktop","Female"
782127,"2015-01-20","Desktop","Female"
714827,"2015-04-21","Mobile","Female"
914267,"2015-03-28","Desktop","Female"
289154,"2015-03-14","Desktop","Female"
310034,"2015-01-13","Desktop","Male"
580771,"2015-03-26","Mobile","Female"
150502,"2015-03-17","Desktop","Female"
489768,"2015-03-19","Desktop","Male"
381709,"2015-03-21","Desktop","Female"
80660,"2015-03-23","Desktop","Male"
572469,"2015-01-28","Desktop","Male"
525504,"2015-02-21","Desktop","Male"
824398,"2015-01-09","Desktop","Male"
851287,"2015-01-26","Mobile","Female"
137451,"2015-04-21","Desktop","Male"
179966,"2015-03-13","Mobile","Male"
983151,"2015-02-11","Mobile","Male"
861515,"2015-03-26","Mobile","Male"
821174,"2015-02-03","Desktop","Female"
23933,"2015-01-13","Desktop","Male"
883845,"2015-01-13","Desktop","Female"
644478,"2015-02-01","Desktop","Female"
881057,"2015-04-18","Desktop","Female"
370367,"2015-03-24","Mobile","Male"
775988,"2015-02-25","Desktop","Male"
271432,"2015-03-22","Desktop","Female"
264178,"2015-02-10","Mobile","Male"
773863,"2015-01-06","Desktop","Female"
961397,"2015-03-06","Desktop","Male"
646873,"2015-01-26","Desktop","Female"
305865,"2015-03-13","Mobile","Male"
810006,"2015-02-16","Mobile","Female"
203437,"2015-03-04","Desktop","Female"
550318,"2015-02-09","Mobile","Male"
770237,"2015-01-11","Desktop","Male"
920041,"2015-01-22","Mobile","Female"
77201,"2015-03-10","Desktop","Female"
654749,"2015-04-27","Mobile","Male"
219474,"2015-03-13","Desktop","Male"
913542,"2015-02-05","Desktop","Male"
608914,"2015-01-31","Desktop","Female"
991251,"2015-04-29","Mobile","Male"
824989,"2015-01-11","Desktop","Male"
724505,"2015-02-08","Desktop","Female"
856167,"2015-04-02","Mobile","Female"
221073,"2015-02-25","Mobile","Female"
748577,"2015-04-06","Desktop","Female"
431999,"2015-03-07","Desktop","Male"
837799,"2015-02-05","Desktop","Male"
655591,"2015-01-01","Desktop","Male"
125171,"2015-04-26","Desktop","Male"
574396,"2015-01-19","Desktop","Female"
773849,"2015-01-03","Desktop","Male"
172898,"2015-02-02","Desktop","Male"
944112,"2015-04-27","Desktop","Female"
887239,"2015-03-09","Desktop","Male"
437551,"2015-01-06","Desktop","Male"
537968,"2015-02-27","Desktop","Female"
101890,"2015-01-19","Desktop","Male"
324002,"2015-04-28","Mobile","Female"
197216,"2015-03-24","Desktop","Male"
155965,"2015-02-23","Desktop","Female"
204259,"2015-04-29","Mobile","Male"
668034,"2015-04-04","Desktop","Male"
692448,"2015-02-28","Mobile","Male"
321372,"2015-03-29","Desktop","Male"
522605,"2015-03-08","Desktop","Male"
14778,"2015-03-15","Mobile","Male"
